purpose,zamiar
individual,indywidualny
subject,temat
click,Kliknij
evidence,dowód
discuss,omówić
specific,konkretny
feature,funkcja
facility,obiekt
represent,przedstawiać
future,przyszły
exist,istnieć
introduce,wprowadzić
image,obraz
option,opcja
previous,poprzedni
version,wersja
century,wiek
international,międzynarodowy
basis,podstawa
risk,ryzyko
review,recenzja
scheme,schemat
aspect,aspekt
return,powrót
nature,Natura
operate,działać
third,trzeci
individual,indywidualny
authority,autorytet
aim,cel
variety,różnorodność
attend,brać udział
structure,Struktura
whilst,podczas
via,przez
document,dokument
concern,obawa
effective,skuteczny
reference,odniesienie
future,przyszły
further,dalej
regard,szacunek
fully,w pełni
recognise,rozpoznać
concern,obawa
professional,profesjonalny
production,produkcja
finally,Wreszcie
refer,wspominać
remove,usunąć
responsibility,odpowiedzialność
force,siła
collection,kolekcja
sector,sektor
perform,dokonywać
financial,budżetowy
item,przedmiot
determine,określić
clearly,Wyraźnie
avoid,unikać
responsible,odpowiedzialny
occur,zdarzać się
link,połączyć
element,element
treatment,leczenie
direct,bezpośredni
gain,osiągać
aim,cel
result,wynik
political,polityczny
understanding,zrozumienie
recommend,polecić
function,funkcjonować
career,kariera
region,region
view,pogląd
introduction,wstęp
prevent,zapobiegać
annual,coroczny
title,tytuł
protect,chronić
factor,czynnik
indicate,wskazać
intend,zamierzać
traditional,tradycyjny
select,wybierać
safety,bezpieczeństwo
legal,prawny
extend,rozszerzyć
feature,funkcja
welcome,Witamy
practical,praktyczny
statement,oświadczenie
loss,strata
relation,relacja
conference,konferencja
independent,niezależny
search,szukaj
rise,wzrastać
movement,ruch
culture,kultura
experience,doświadczenie
public,publiczny
contribution,składka
procedure,procedura
positive,pozytywny
population,populacja
advantage,korzyść
campaign,kampania
guide,przewodnik
target,cel
director,dyrektor
increase,zwiększyć
demand,popyt
visitor,gość
supply,dostarczać
offer,oferta
base,baza
release,uwolnienie
context,kontekst
announce,ogłaszać
inform,poinformować
specialist,specjalista
state,państwo
confirm,potwierdzać
lack,brak
update,aktualizacja
advise,radzić
active,aktywny
competition,konkurs
delivery,dostawa
program,program
trade,handel
arrangement,układ
patient,pacjent
worker,pracownik
behaviour,zachowanie
majority,większość
cause,przyczyna
adult,dorosły
topic,temat
primary,podstawowy
concept,pojęcie
agreement,porozumienie
previously,poprzednio
scene,scena
medical,medyczny
opinion,opinia
consist,składać się
employ,zatrudniać
implement,wprowadzić w życie
presentation,prezentacja
fee,opłata
payment,Zapłata
force,siła
claim,prawo
investment,inwestycja
planning,planowanie
share,udział
act,działać
duty,obowiązek
connect,łączyć
strength,wytrzymałość
limit,limit
disease,choroba
conduct,prowadzić
scale,skala
vehicle,pojazd
etc,itp
volume,tom
possibility,możliwość
institution,instytucja
object,obiekt
academic,akademicki
instance,instancja
engage,angażować się
code,kod
extensive,rozległy
date,data
attack,atak
register,rejestr
order,zamówienie
consultation,konsultacja
transport,transport
enhance,zwiększyć
occasion,okazja
confidence,zaufanie
travel,podróż
emerge,pojawić się
priority,priorytet
tour,wycieczka
influence,wpływ
accommodation,zakwaterowanie
cultural,kulturalny
extent,zakres
trial,test
broad,szeroki
database,Baza danych
presence,obecność
regional,regionalny
charity,organizacja pożytku publicznego
amongst,wśród
component,część
monitor,monitor
economy,gospodarka
membership,członkostwo
regularly,regularnie
related,powiązany
daily,codziennie
manner,sposób
comment,komentarz
participate,brać udział
measure,mierzyć
limit,limit
unable,niezdolny
increasingly,coraz bardziej
search,szukaj
awareness,świadomość
approach,zbliżać się
considerable,znaczny
species,gatunek
vital,niezbędny
fear,strach
housing,mieszkania
legislation,ustawodawstwo
sample,próbka
provider,dostawca
crime,przestępczość
framework,struktura
average,przeciętny
pupil,uczeń
formal,formalny
nation,naród
editor,redaktor
suggestion,sugestia
senior,senior
corporate,zbiorowy
transfer,przenosić 
vision,wizja
creation,kreacja
conclude,wyciągnąć wniosek
venue,lokal
guest,gość
implementation,realizacja
edition,wydanie
summary,streszczenie
grant,dotacja
attach,przytwierdzać
print,wydrukować
tradition,tradycja
consumer,konsument
perspective,perspektywiczny
rise,wzrastać
expertise,ekspertyza
widely,szeroko
alongside,wzdłuż
achievement,osiągnięcie
elsewhere,gdzie indziej
decade,dekada
acquire,nabywać
assistance,wsparcie
creative,twórczy
winner,zwycięzca
learning,uczenie się
accessible,dostępny
qualify,zakwalifikować
tackle,przybory
candidate,kandydat
comprise,zawierać
foreign,zagraniczny
scientific,naukowy
accompany,towarzyszyć
maintenance,konserwacja
battle,bitwa
grant,dotacja
largely,w dużej mierze
rare,rzadki
total,całkowity
mobile,mobilny
prior,wcześniejszy
danger,niebezpieczeństwo
present,obecny
marketing,marketing
mechanism,mechanizm
appeal,odwołanie
finding,odkrycie
industrial,przemysłowy
familiar,znajomy
helpful,pomocny
contemporary,współczesny
participant,uczestnik
copyright,Prawo autorskie
celebrate,świętować
criterion,kryterium
panel,płyta
organisational,organizacyjny
researcher,badacz
successfully,z powodzeniem
involvement,uwikłanie
freedom,wolność
construct,skonstruować
flight,lot
emphasis,podkreślenie
initially,początkowo
religious,religijny
enquiry,zapytanie
qualification,kwalifikacja
distribute,rozprowadzać
forum,forum
oppose,sprzeciwiać się
conflict,konflikt
atmosphere,atmosfera
convert,konwertować
print,wydrukować
download,pobierać
literature,literatura
multiple,wiele 
military,wojskowy
evaluation,ocena
efficient,wydajny
agenda,porządek obrad
supplier,dostawca
download,pobierać
satisfy,usatysfakcjonować
innovative,Innowacyjny
clinical,kliniczny
expression,wyrażenie
flow,przepływ
strategic,strategiczny
platform,platforma
fourth,czwarty
specify,sprecyzować
recognition,uznanie
complaint,skarga
youth,młodzież
incident,incydent
reaction,reakcja
core,rdzeń
maximum,maksymalny
intention,zamiar
capture,schwytać
situate,zlokalizować
birth,narodziny
acknowledge,uznawać
succeed,odnieść sukces
resolve,rozstrzygać
significantly,znacznie
defence,obrona
civil,cywilny
strongly,silnie
accurate,dokładny
specialise,specjalizować
mode,tryb
facilitate,ułatwiać
landscape,krajobraz
capable,zdolny
exclude,wykluczać
estimate,oszacować
existence,istnienie
inspire,inspirować
subsequent,późniejszy
pursue,realizować
desire,pragnienie
evaluate,oceniać
politics,Polityka
experiment,eksperyment
climate,klimat
restore,przywrócić
graduate,absolwent
historic,historyczny
proud,dumny
insight,wgląd
participation,udział
negative,negatywny
promotion,awans
invest,inwestować
competitive,konkurencyjny
deny,zaprzeczyć
fundamental,fundamentalny
diverse,różnorodny
minimum,minimum
classic,klasyczny
collaboration,współpraca
archive,archiwum
mission,misja
judgement,osąd
resolution,rezolucja
primarily,głównie
interaction,interakcja
contrast,kontrast
impose,narzucać
journal,dziennik
pilot,pilot
server,serwer
hence,stąd
establishment,ustanowienie
interpretation,interpretacja
arrival,przyjazd
Christianity,chrześcijaństwo
chief,szef
Atlantic,atlantycki
integrate,zintegrować
availability,dostępność
discipline,dyscyplina
finance,finanse
derive,czerpać
leadership,przywództwo
Egypt,Egipt
Islamic,islamski
entertainment,rozrywka
operator,operator
Soviet,radziecki
sustainable,zrównoważony
justice,sprawiedliwość
launch,początek
heat,ciepło
seminar,seminarium
observation,obserwacja
loan,pożyczka
metal,metal
ordinary,zwykły
disabled,wyłączony
noise,hałas
coast,wybrzeże
mix,mieszać
surprise,niespodzianka
minister,minister
wave,fala
storage,składowanie
attack,atak
talent,talent
definitely,zdecydowanie
severe,ciężki : silny
wild,dziki
beauty,uroda
superb,wspaniały
dedicate,dedykować
transform,przekształcać
sequence,sekwencja
command,Komenda
certificate,certyfikat
parking,parking
remote,zdalny
fuel,paliwo
railway,kolej żelazna
step,krok
bind,wiązać
Muslim,muzułmański
religion,religia
Iran,Iran
judge,sędzia
female,Kobieta
soul,dusza
climb,wspinać się
cross,przechodzić
coach,trener
pleasure,przyjemność
switch,przełącznik
Turkey,Indyk
confident,pewny siebie
prospect,perspektywa
proceed,przystępować
favour,przychylność
guess,zgadywać
fashion,moda
variation,zmiana
medicine,medycyna
deserve,zasługiwać
crisis,kryzys
illness,choroba
Indian,indyjski
whereas,"mając na uwadze, że"
vote,głosować
reply,odpowiedź
roof,dach
cope,radzić sobie
museum,muzeum
army,armia
hardly,ledwie
sum,suma
labour,praca
calculate,Oblicz
victory,zwycięstwo
cancer,rak
citizen,obywatel
general,ogólny
mix,mieszać
thinking,myślący
predict,przewidywać
question,pytanie
painting,obraz
reply,odpowiedź
relief,ulga
designer,projektant
constantly,stale
escape,ucieczka
replacement,wymiana
nevertheless,niemniej jednak
revise,poprawiać
weapon,broń
district,dzielnica
tough,trudny
studio,studio
alter,zmieniać
slowly,powoli
taste,smak
border,granica
vote,głosować
packed,zapakowane
passenger,pasażer
advertising,reklama
struggle,walka
hopefully,miejmy nadzieję
mount,uchwyt
yet,już
opposition,sprzeciw
supporter,kibic
farmer,rolnik
producer,producent
retire,odchodzić
enemy,wróg
locally,lokalnie
defend,bronić
metre,metr
statistics,Statystyka
roll,rolka
upper,górny
yard,dziedziniec
violence,przemoc
nurse,pielęgniarka
overcome,pokonać
savings,oszczędności
rating,ocena
impression,wrażenie
hearing,przesłuchanie
German,Niemiecki
warning,ostrzeżenie
column,kolumna
reserve,rezerwa
witness,świadek
progress,postęp
abroad,za granicą
perfectly,doskonale
directory,informator
label,etykieta
disappear,zniknąć
exercise,ćwiczenia
passage,przejście
Israeli,izraelski
festival,festiwal
debt,dług
newsletter,biuletyn
meanwhile,Tymczasem
acceptable,do przyjęcia
sort,sortować
monthly,miesięczny
convince,przekonać
Olympic,olimpijski
lift,winda
close,zamknąć
Holland,Holandia
therapy,terapia
naturally,naturalnie
narrow,wąski
quantity,ilość
restriction,ograniczenie
crew,załoga
cool,Fajny
score,wynik
sensitive,wrażliwy
processing,przetwarzanie
pace,tempo
reliable,niezawodny
dress,sukienka
occasionally,sporadycznie
Scot,Szkot
click,Kliknij
mail,Poczta
reception,przyjęcie
Sweden,Szwecja
repair,naprawa
weak,słaby
northern,północny
shape,kształt
stand,podstawka
trust,zaufanie
signal,sygnał
Netherlands,Holandia
poverty,ubóstwo
translate,Tłumaczyć
temporary,tymczasowy
wheel,koło
fine,Cienki
male,Mężczyzna
justify,uzasadniać
camp,obóz
philosophy,filozofia
circle,koło
judge,sędzia
touch,dotykać
virtually,wirtualnie
Hong Kong,Hongkong
proceedings,obrady
Brazil,Brazylia
fight,walka
conventional,standardowy
Mexico,Meksyk
drop,upuszczać
marriage,małżeństwo
draft,projekt
insist,nalegać
personally,osobiście
recall,przypomnienie sobie czegoś
row,wiersz
leisure,wypoczynek
interpret,interpretować
separate,oddzielny
in,W
string,strunowy
till,do
jump,skok
booking,rezerwować
comfort,komfort
rarely,rzadko
struggle,walka
quote,cytat
left,lewy
track,ścieżka
herself,się
actor,aktor
ride,jeździć
Dutch,Holenderski
airport,Lotnisko
being,istnienie
partly,częściowo
damage,szkoda
afterwards,następnie
heavily,ciężko
sky,niebo
chairman,przewodniczący
curriculum,program
emotional,emocjonalny
billion,miliard
countryside,wieś
withdraw,wycofać
genuine,prawdziwy
perception,postrzeganie
minority,mniejszość
leaflet,ulotka
allocate,przeznaczyć
layer,warstwa
pure,czysty
query,zapytanie
abandon,opuścić
dramatic,dramatyczny
pension,emerytura
proof,dowód
aside,na bok
tiny,malutki
enormous,ogromny
complain,narzekać
script,scenariusz
empty,pusty
odd,dziwne
negotiate,negocjować
factory,fabryka
ride,jeździć
zone,strefa
assure,gwarantować
reserve,rezerwa
trace,namierzać
rail,kolej
symptom,objaw
plot,działka
gate,brama
exclusive,Ekskluzywny
remarkable,niezwykły
sharp,ostry
welfare,zasiłek
retail,sprzedaż detaliczna
valid,ważny
schedule,harmonogram
sentence,zdanie
architecture,architektura
matter,materiał
moral,morał
profession,zawód
recruit,rekrut
criticism,krytyka
soil,gleba
continuous,ciągły
Afghanistan,Afganistan
everyday,codziennie
soldier,żołnierz
Caribbean,Karaiby
FAŁSZ,Fałsz
phrase,wyrażenie
surgery,chirurgia
steal,ukraść
reflection,odbicie
laboratory,laboratorium
criminal,kryminalista
dependent,zależny
inspection,kontrola
king,król
prison,więzienie
folk,Ludowy
grade,stopień
imply,sugerować
forest,las
unknown,nieznany
shift,zmiana
block,blok
measurement,pomiar
executive,wykonawczy
rest,odpoczynek
adventure,przygoda
enough,wystarczająco 
paint,farba
concert,koncert
wing,skrzydło
copy,Kopiuj
tale,opowieść
spiritual,duchowy
steel,stal
absolute,absolutny
tape,taśma
Pacific,Pacyfik
fascinating,fascynujący
neighbour,sąsiad
motion,ruch
mixture,mieszanina
fellow,kolega
promise,obietnica
celebration,uroczystość
informal,nieformalny
worth,wartość
classroom,klasa
percentage,odsetek
compile,skompilować
Pakistan,Pakistan
maker,producent
educate,kształcić
hit,uderzyć
settlement,osada
gradually,stopniowo
motor,silnik
extreme,skrajny
research,badania
catalogue,katalog
Greece,Grecja
vulnerable,wrażliwy
publisher,wydawca
president,prezydent
drama,dramat
attendance,frekwencja
emphasise,podkreślić
penalty,kara
tourist,turysta
trading,handlowy
symbol,symbol
model,Model
custom,zwyczaj
Allah,Allah
bone,kość
indication,wskazanie
enthusiasm,entuzjazm
gold,złoto
wherever,gdziekolwiek
ultimate,ostateczny
abuse,nadużywać
mixed,mieszany
possess,posiadać
Canadian,kanadyjski
inch,cal
Belgium,Belgia
south,południe
luck,szczęście
frequency,częstotliwość
lock,zamek
drawing,rysunek
persuade,namówić
intellectual,intelektualny
stretch,rozciągać się
gun,pistolet
lecture,wykład
offence,wykroczenie
diet,dieta
adjust,regulować
concentration,stężenie
discount,rabat
era,era
tone,ton
hire,wynajmować
favourite,ulubiony
offering,oferując
possession,posiadanie
southern,południowy
paragraph,ustęp
disaster,katastrofa
thin,cienki
rule,reguła
exact,dokładny
standing,na stojąco
sexual,seksualny
owe,być winnym
western,Zachodni
angle,kąt
advertise,reklamować
prayer,modlitwa
transaction,transakcja
registered,zarejestrowany
journalist,dziennikarz
bury,pogrzebać
fit,pasować
log,dziennik
kit,zestaw
spectacular,spektakularny
parish,parafialny
substance,substancja
tie,krawat
basically,zasadniczo
inner,wewnętrzny
seed,nasionko
autumn,jesień
essay,Praca pisemna
grass,trawa
overlook,przeoczyć
infection,infekcja
crop,przyciąć
Poland,Polska
electric,elektryczny
joy,radość
secretary,sekretarz
lecture,wykład
passion,pasja
planet,planeta
double,podwójnie
intelligence,inteligencja
plane,samolot
regardless,mimo wszystko
net,internet
poster,plakat
chat,czat
fishing,Wędkarstwo
lawyer,prawnik
pitch,poziom
recognize,rozpoznać
revolution,rewolucja
holder,uchwyt
past,przeszłość
Russian,Rosyjski
league,liga
Norway,Norwegia
Switzerland,Szwajcaria
ad,ogłoszenie
lifestyle,styl życia
shoulder,ramię
alcohol,alkohol
secret,sekret
illegal,nielegalny
slight,niewielki
manufacturing,produkcja
surprised,zaskoczony
guitar,gitara
Mediterranean,śródziemnomorski
deeply,głęboko
indicator,wskaźnik
musician,muzyk
load,obciążenie
pleasant,przyjemny
home,dom
manual,podręcznik
episode,epizod
cable,kabel
north,północ
iron,żelazo
estimate,oszacować
dozen,tuzin
suite,zestaw
split,podział
thoroughly,dokładnie
removal,usuwanie
honour,honor
personality,osobowość
suit,garnitur
beer,piwo
chart,wykres
Jordan,Jordania
politician,polityk
prime,główny
furniture,meble
announcement,ogłoszenie
habit,nawyk
patient,pacjent
aid,pomoc
smooth,gładki
Turkish,turecki
reasonably,rozsądnie
stable,stabilny
Taiwan,Tajwan
secret,sekret
firstly,Po pierwsze
decent,przyzwoity
peak,szczyt
badly,źle
occasional,okolicznościowy
hardware,sprzęt komputerowy
convenient,wygodny
scan,skanowanie
Spanish,hiszpański
fire,ogień
tune,melodia
tight,obcisły
occupation,zawód
cease,przerwać
grateful,wdzięczny
spot,miejsce
tutor,korepetytor
wish,życzenie
hero,bohater
preference,pierwszeństwo
wooden,drewniany
whenever,"zawsze, gdy"
associate,współpracownik
layout,układ
schedule,harmonogram
Palestinian,palestyński
somehow,jakoś
salary,wynagrodzenie
wildlife,dzikiej przyrody
portion,część
valley,dolina
vessel,naczynie
receipt,paragon
clothing,odzież
illustration,ilustracja
sound,dźwięk
automatic,automatyczny
circuit,okrążenie
light,światło
shock,zaszokować
waste,marnować
extended,rozszerzony
cancel,anulować
advance,osiągnięcie
house,dom
tower,wieża
Euro,Euro
assembly,montaż
slip,poślizg
Denmark,Dania
classical,klasyczny
audio,audio
cheque,sprawdzać
tube,rura
surprising,zaskakujący
aircraft,samolot
confusion,dezorientacja
mouse,mysz
contractor,wykonawca
imagination,wyobraźnia
realistic,realistyczny
satisfaction,zadowolenie
hell,piekło
territory,terytorium
cinema,kino
boss,szef
win,wygrać
electricity,Elektryczność
strike,strajk
resort,Ośrodek wczasowy
tank,czołg
muscle,mięsień
sand,piasek
consumption,konsumpcja
nuclear,jądrowy
craft,rzemiosło
impressed,pod wrażeniem
net,internet
murder,morderstwo
spending,wydatki
shake,potrząsnąć
register,rejestr
delegate,delegat
maximum,maksymalny
tension,napięcie
poem,wiersz
blind,ślepy
knock,pukanie
lake,jezioro
highlight,atrakcja
blame,winić
sophisticated,wyrafinowany
accuse,oskarżać
flag,flaga
content,treść
extraordinary,nadzwyczajny
cater,zaopatrywać
grand,wielki
ill,chory
mystery,tajemnica
electrical,elektryczny
doubt,wątpliwość
opposite,naprzeciwko
rough,surowy
weakness,słabość
poetry,poezja
bother,silić się
interval,interwał
independence,niezależność
spread,rozpowszechnianie się
interview,wywiad
consequently,w konsekwencji
comedy,komedia
anniversary,rocznica
lighting,oświetlenie
questionnaire,kwestionariusz
usage,stosowanie
ought,powinien
Chinese,chiński
wages,wynagrodzenie
heaven,niebo
safely,bezpiecznie
elderly,osoby starsze
literally,dosłownie
land,grunt
expenditure,wydatek
deposit,depozyt
confuse,pomylić
diary,dziennik
championship,mistrzostwo
troop,stado
plain,zwykły
pray,modlić się
mood,nastrój
secondly,po drugie
battery,bateria
specially,specjalnie
distinctive,charakterystyczny
acre,akr
shift,zmiana
agricultural,rolniczy
relative,względny
precise,dokładny
burden,ciężar
delay,opóźnienie
gender,płeć
lecturer,wykładowca
considerably,wydatnie
critic,krytyk
resist,oprzeć się
eastern,wschodni
engagement,zaręczyny
retirement,emerytura
alike,zarówno
finish,skończyć
reward,nagroda
accordingly,odpowiednio
equivalent,równowartość
mate,kumpel
strict,ścisły
mere,sam
correct,prawidłowy
motivate,motywować
councillor,radny
universal,uniwersalny
rent,wynajem
ingredient,składnik
borrow,pożyczyć
champion,mistrz
singer,piosenkarz
precisely,dokładnie
survival,przetrwanie
roll,rolka
heating,ogrzewanie
realize,realizować
pour,wlać
pot,garnek
fifth,piąty
shame,wstyd
pop,Muzyka pop
rush,pośpiech
dig,kopać
sudden,nagły
bottom,spód
lend,pożyczać
square,kwadrat
brick,cegła
joke,żart
excuse,wymówka
spare,zapasowy
coal,węgiel
disappointed,zawiedziony
plastic,Plastikowy
bell,dzwonek
shelf,półka
shower,prysznic
chest,klatka piersiowa
sixth,szósty
lad,chłopak
bin,kosz
belt,pasek
red,czerwony
garage,garaż
blue,niebieski
stick,stick
advert,reklama
cooking,gotowanie
chase,pościg
tail,ogon
fence,ogrodzenie
park,park
pregnant,w ciąży
potato,Ziemniak
round,okrągły
tennis,tenis
pretty,ładny
upset,zdenerwowany
smoke,palić
bend,schylać się
laugh,śmiech
pig,świnia
scream,krzyk
pretend,udawać
cow,krowa
rid,eliminować
knife,nóż
tonight,dziś wieczorem
petrol,benzyna
lip,warga
motorway,Autostrada
underneath,pod 
nut,orzech
basket,kosz
bowl,miska
stomach,żołądek
jacket,kurtka
carpet,dywan
ok,OK
phone,telefon
weird,dziwny
silly,głupi
nasty,paskudny
juice,sok
mess,bałagan
excited,podekscytowany
cousin,kuzyn
smell,zapach
oven,piekarnik
apple,jabłko
white,biały
okay,Dobra
impress,imponować
ladder,drabina
cigarette,papieros
rubber,guma
smell,zapach
boring,nudny
duck,kaczka
sandwich,kanapka
litre,litr
throat,gardło
hungry,głodny
rugby,rugby
hi,Cześć
rubbish,śmieci
cold,zimno
bean,fasola
stamp,pieczęć
curtain,kurtyna
hey,Hej
packet,paczka
useless,bezużyteczny
tablet,tablet
queue,kolejka
fat,tłuszcz
rice,Ryż
bored,znudzony
rabbit,Królik
accent,akcent
seventh,siódmy
annoying,irytujący
scared,przestraszony
lately,ostatnio
fucking,pierdolony
quid,funt szterling
bloke,facet
shit,gówno
fuck,pierdolić
telly,telewizja
chap,facet
caravan,karawana
chuck,cmokanie
bastard,bękart
pudding,pudding
microphone,mikrofon
bugger,facet
disgusting,obrzydliwe
wow,Wow
jumper,sweter
drawer,szuflada
east,wschód
naughty,niegrzeczny
minus,minus
fetch,aportować
bang,huk
stuck,zablokowany
Coke,Koks
bum,tyłek
freezer,zamrażarka
rude,niegrzeczny
daft,stuknięty
fed,karmiony
moan,jęk
cleaner,odkurzacz
skirt,spódnica
cooker,kuchenka
kettle,czajnik
spoon,łyżka
cheeky,bezczelny
whisky,Whisky
strawberry,truskawka
spider,pająk
doll,LALKA
posh,wykwintny
shove,pchnięcie
wardrobe,szafa
T-shirt,podkoszulek
flu,grypa
tights,rajstopy
fog,mgła
wool,wełna
disco,dyskoteka
mushroom,Grzyb
knickers,majtki po kolana
settee,kanapa
spill,rozlanie
cough,kaszel
honey,Miód
yoghurt,jogurt
slap,policzkować
dreadful,straszny
cheek,policzek
lick,lizać
rose,Róża
lemon,cytrynowy
chew,żuć
tidy,czysty
idiot,idiota
jar,słoik
mat,mata
stink,smród
heater,podgrzewacz
shave,golić się
broken,złamany
fork,widelec
freezing,zamrażanie
steak,stek
sore,obolały
rotten,zgniły
dentist,dentysta
radiator,kaloryfer
frightened,przestraszony
pork,wieprzowina
boyfriend,chłopak
tidy,czysty
sticky,lepki
filthy,brudny
hairdresser,fryzjer
aunty,ciocia
mug,kubek
gum,guma
embarrassing,żenujący
frighten,przestraszyć
loaf,bochenek
annoyed,zirytowany
grandpa,dziadek
hooray,Brawo
frost,mróz
embarrassed,zażenowany
butcher,rzeźnik
supper,kolacja
miserable,nieszczęśliwy
shorts,spodenki
parcel,paczka
cough,kaszel
west,Zachód
trainers,tenisówki
eighth,ósma
ninth,dziewiąty
tenth,dziesiąty
fulfil,spełnić
connection,połączenie
commercial,handlowy
attempt,próba
owner,właściciel
selection,wybór
physical,fizyczny
standard,standard
agency,agencja
overall,Ogólnie
respond,reagować
audience,publiczność
review,recenzja
initial,wstępny
expert,ekspert
assess,oceniać
commitment,zobowiązanie
fund,fundusz
request,wniosek
fund,fundusz
vary,różnić się
commit,popełniać
subject,temat
complex,złożony
supply,dostarczać
theory,teoria
release,uwolnienie
surround,otaczać
access,dostęp
artist,artysta
issue,wydanie
adopt,przyjąć
benefit,korzyść
display,wyświetlacz
generation,Pokolenie
entire,cały
powerful,potężny
display,wyświetlacz
attract,pociągać
package,pakiet
category,Kategoria
conclusion,wniosek
attempt,próba
combination,połączenie
relatively,stosunkowo
advance,osiągnięcie
limited,ograniczony
request,wniosek
direct,bezpośredni
professional,profesjonalny
alternative,alternatywny
influence,wpływ
lead,Ołów
exhibition,wystawa
welcome,Witamy
official,urzędnik
transfer,przenosić 
range,zakres
alternative,alternatywny
prior,wcześniejszy
button,przycisk
update,aktualizacja
official,urzędnik
demand,popyt
delight,rozkosz
regard,szacunek
process,proces
target,cel
capability,zdolność
constant,stały
merely,zaledwie
shortly,wkrótce
reject,odrzucić
household,gospodarstwo domowe
asset,zaleta
wealth,bogactwo
coverage,zasięg
novel,powieść
consistent,spójny
characteristic,Charakterystyka
analyse,analizować
relative,względny
efficiency,efektywność
minor,drobny
restrict,ograniczać
modify,modyfikować
pm,po południu
commission,zamawiać
mass,masa
completion,ukończenie
testing,Testowanie
musical,musical
occupy,zająć
turkey,indyk
greatly,bardzo
average,przeciętny
stream,strumień
diversity,różnorodność
ultimately,ostatecznie
typically,zazwyczaj
gallery,Galeria
interface,interfejs
apparent,pozorny
infrastructure,infrastruktura
lack,brak
latter,końcowy
urban,miejski
barrier,bariera
newly,nowo
stress,stres
subsequently,następnie
visible,widoczny
interactive,interaktywny
specification,specyfikacja
applicant,petent
potentially,potencjalnie
equip,wyposażyć
reform,reforma
exceed,przekroczyć
port,Port
strengthen,wzmacniać
revenue,przychód
innovation,innowacja
approval,aprobata
alternatively,alternatywnie
practitioner,praktykujący
formation,tworzenie
inclusion,włączenie
sponsor,sponsor
file,plik
engineer,inżynier
adequate,odpowiedni
regime,reżim
delay,opóźnienie
weekly,co tydzień
domain,domena
intervention,interwencja
chemical,chemiczny
expansion,ekspansja
dimension,wymiar
urge,pragnienie
rapid,szybki
flexibility,elastyczność
similarly,podobnie
statutory,ustawowy
enterprise,przedsiębiorstwo
appeal,odwołanie
perceive,postrzegać
destination,miejsce docelowe
encounter,spotkanie
dominate,zdominować
residential,osiedle mieszkaniowe
admission,wstęp
attraction,atrakcja
centre,Centrum
undergraduate,student
monitoring,monitorowanie
comply,zastosować się
dynamic,dynamiczny
obligation,obowiązek
principal,główny
pose,poza
equivalent,równowartość
demonstration,demonstracja
account,konto
evolve,ewoluować
minimum,minimum
underlie,być podstawą
commission,zamawiać
browser,przeglądarka
recovery,powrót do zdrowia
developer,deweloper
dedicated,dedykowane
govern,rządzić
constitute,stanowić
effectiveness,skuteczność
flow,przepływ
stress,stres
integrated,zintegrowany
actively,aktywnie
significance,znaczenie
utilise,spożytkować
overview,Przegląd
fear,strach
recruitment,rekrutacja
commonly,powszechnie
suspect,podejrzany
exposure,narażenie
cast,rzucać 
operational,operacyjny
conjunction,spójnik
accommodate,pomieścić
conservation,ochrona
info,informacje
discovery,odkrycie
resistance,opór
accordance,zgodność
identification,identyfikacja
essentially,głównie
ownership,własność
sustain,podtrzymywać
detect,wykryć
integration,integracja
submission,przedłożona praca
respect,szacunek
commence,rozpocząć
donation,darowizna
extract,wyciąg
bid,oferta
nearby,w pobliżu
negotiation,negocjacja
forthcoming,nadchodzący
eliminate,wyeliminować
distinct,odrębny
dialogue,dialog
sadly,Niestety
translation,tłumaczenie
stunning,zachwycający
ethnic,etniczny
assumption,założenie
undergo,przejść
respectively,odpowiednio
devote,poświęcać
correctly,prawidłowo
liability,obciążenie
formerly,dawniej
dispute,spór
Greek,grecki
human,człowiek
administrative,Administracyjny
notion,pojęcie
documentation,dokumentacja
distinguish,wyróżnić
heritage,dziedzictwo
desire,pragnienie
anticipate,przewidywać
cite,cytować
continued,nieprzerwany
transition,przemiana
destruction,zniszczenie
virtual,wirtualny
phenomenon,zjawisko
personnel,personel
ceremony,ceremonia
frequent,częsty
enjoyable,przyjemny
toward,w kierunku
furthermore,ponadto
composition,kompozycja
overseas,za granicą
listing,wymienianie kolejno
portfolio,teczka
assign,przydzielać
disorder,nieład
parameter,parametr
reproduce,rozmnażać się
conversion,konwersja
radical,rodnik
widespread,rozpowszechniony
decline,spadek
acquisition,nabytek
organic,organiczny
placement,umieszczenie
designate,wyznaczyć
eg,np
experimental,eksperymentalny
importantly,Co ważne
exploit,wykorzystać
venture,przedsięwzięcie
default,domyślny
stimulate,stymulować
consent,zgoda
native,rodzinny
await,czekać na
decline,spadek
limitation,ograniczenie
complement,komplement
duration,czas trwania
complexity,złożoność
reinforce,wzmacniać
exceptional,wyjątkowy
cast,rzucać 
embrace,uścisk
et,et
theoretical,teoretyczny
eligible,odpowiedni
evolution,ewolucja
initiate,zainicjować
accuracy,dokładność
preferred,preferowane
distinction,różnica
methodology,metodologia
array,szyk
inspiration,Inspiracja
minimise,zminimalizować
mass,masa
excellence,doskonałość
administer,administrować
compose,komponować
deadline,termin ostateczny
render,renderowanie
adjacent,przylegający
graphics,grafika
thereby,a tym samym
democracy,demokracja
notify,notyfikować
debut,debiut
founder,założyciel
prevention,zapobieganie
donate,podarować
